0,1,2,output
51,74,57,6
74,57,6,292
57,6,292,3
6,292,3,90
292,3,90,24
3,90,24,314
90,24,314,1
24,314,1,114
314,1,114,13
1,114,13,413
114,13,413,1896
13,413,1896,0
413,1896,0,1184
1896,0,1184,78
0,1184,78,27
1184,78,27,2068
78,27,2068,0
27,2068,0,350
2068,0,350,1
0,350,1,0
350,1,0,872
1,0,872,475
0,872,475,470
872,475,470,89
475,470,89,143
470,89,143,38
89,143,38,7
143,38,7,2
38,7,2,954
7,2,954,1173
2,954,1173,210
954,1173,210,78
1173,210,78,27
210,78,27,2
78,27,2,2627
27,2,2627,4
2,2627,4,1522
2627,4,1522,3
4,1522,3,715
1522,3,715,0
3,715,0,342
715,0,342,411
0,342,411,18
342,411,18,0
411,18,0,1222
18,0,1222,4
0,1222,4,0
1222,4,0,1184
4,0,1184,46
0,1184,46,78
1184,46,78,46
46,78,46,48
78,46,48,41
46,48,41,3
48,41,3,207
41,3,207,1478
3,207,1478,1
207,1478,1,165
1478,1,165,93
1,165,93,736
165,93,736,195
93,736,195,138
736,195,138,25
195,138,25,1926
138,25,1926,81
25,1926,81,92
1926,81,92,23
81,92,23,29
92,23,29,64
23,29,64,0
29,64,0,342
64,0,342,470
0,342,470,89
342,470,89,620
470,89,620,16
89,620,16,300
620,16,300,37
16,300,37,14
300,37,14,9
37,14,9,169
14,9,169,300
9,169,300,207
169,300,207,1478
300,207,1478,0
207,1478,0,5523
1478,0,5523,60
0,5523,60,898
5523,60,898,1478
60,898,1478,1600
898,1478,1600,2064
1478,1600,2064,44
1600,2064,44,61
2064,44,61,611
44,61,611,1201
61,611,1201,29
611,1201,29,50
1201,29,50,313
29,50,313,41
50,313,41,3739
313,41,3739,9879
41,3739,9879,188
3739,9879,188,20
9879,188,20,9727
188,20,9727,3751
20,9727,3751,95
9727,3751,95,194
3751,95,194,471
95,194,471,1
194,471,1,155
471,1,155,105
1,155,105,4210
155,105,4210,39
105,4210,39,69
4210,39,69,94
39,69,94,23
69,94,23,16
94,23,16,29
23,16,29,81
16,29,81,1361
29,81,1361,42
81,1361,42,1926
1361,42,1926,915
42,1926,915,2
1926,915,2,205
915,2,205,169
2,205,169,416
205,169,416,14
169,416,14,78
416,14,78,64
14,78,64,0
78,64,0,1483
64,0,1483,29
0,1483,29,111
1483,29,111,49
29,111,49,555
111,49,555,12
49,555,12,124
555,12,124,9
12,124,9,23
124,9,23,16
9,23,16,59
23,16,59,53
16,59,53,342
59,53,342,3525
53,342,3525,42
342,3525,42,1
3525,42,1,517
42,1,517,292
1,517,292,3
517,292,3,487
292,3,487,132
3,487,132,14
487,132,14,722
132,14,722,42
14,722,42,81
722,42,81,722
42,81,722,8235
81,722,8235,4
722,8235,4,42
8235,4,42,55
4,42,55,0
42,55,0,312
55,0,312,4
0,312,4,42
312,4,42,56
4,42,56,99
42,56,99,1
56,99,1,517
99,1,517,4667
1,517,4667,35
517,4667,35,68
4667,35,68,9
35,68,9,157
68,9,157,525
9,157,525,35
157,525,35,0
525,35,0,82
35,0,82,65
0,82,65,35
82,65,35,0
65,35,0,342
35,0,342,61
0,342,61,240
342,61,240,65
61,240,65,261
240,65,261,39
65,261,39,233
261,39,233,238
39,233,238,74
233,238,74,434
238,74,434,19
74,434,19,11
434,19,11,105
19,11,105,892
11,105,892,395
105,892,395,864
892,395,864,6011
395,864,6011,7
864,6011,7,209
6011,7,209,2194
7,209,2194,1411
209,2194,1411,342
2194,1411,342,61
1411,342,61,8109
342,61,8109,225
61,8109,225,6862
8109,225,6862,182
225,6862,182,722
6862,182,722,42
182,722,42,14
722,42,14,9
42,14,9,56
14,9,56,269
9,56,269,42
56,269,42,2
269,42,2,146
42,2,146,2993
2,146,2993,1444
146,2993,1444,7478
2993,1444,7478,17
1444,7478,17,0
7478,17,0,4537
17,0,4537,10292
0,4537,10292,4
4537,10292,4,1300
10292,4,1300,1444
4,1300,1444,257
1300,1444,257,183
1444,257,183,4
257,183,4,11
183,4,11,1478
4,11,1478,25
11,1478,25,386
1478,25,386,4
25,386,4,45
386,4,45,440
4,45,440,42
45,440,42,3726
440,42,3726,283
42,3726,283,5
3726,283,5,267
283,5,267,122
5,267,122,260
267,122,260,3
122,260,3,59
260,3,59,14
3,59,14,177
59,14,177,243
14,177,243,1303
177,243,1303,6
243,1303,6,136
1303,6,136,141
6,136,141,29
136,141,29,1161
141,29,1161,3
29,1161,3,1361
1161,3,1361,42
3,1361,42,29
1361,42,29,155
42,29,155,4834
29,155,4834,69
155,4834,69,6544
4834,69,6544,17
69,6544,17,93
6544,17,93,801
17,93,801,7479
93,801,7479,48
801,7479,48,39
7479,48,39,2779
48,39,2779,49
39,2779,49,174
2779,49,174,26
49,174,26,1117
174,26,1117,5
26,1117,5,1204
1117,5,1204,6
5,1204,6,136
1204,6,136,141
6,136,141,29
136,141,29,1161
141,29,1161,3
29,1161,3,1361
1161,3,1361,42
3,1361,42,6
1361,42,6,59
42,6,59,105
6,59,105,630
59,105,630,15
105,630,15,26
630,15,26,47
15,26,47,233
26,47,233,93
47,233,93,5737
233,93,5737,3
93,5737,3,27
5737,3,27,268
3,27,268,177
27,268,177,176
268,177,176,184
177,176,184,9
176,184,9,59
184,9,59,7852
9,59,7852,38
59,7852,38,374
7852,38,374,1317
38,374,1317,733
374,1317,733,93
1317,733,93,1024
733,93,1024,736
93,1024,736,1
1024,736,1,57
736,1,57,39
1,57,39,36
57,39,36,493
39,36,493,146
36,493,146,638
493,146,638,6
146,638,6,111
638,6,111,9
6,111,9,3
111,9,3,184
9,3,184,207
3,184,207,1478
184,207,1478,1
207,1478,1,165
1478,1,165,772
1,165,772,156
165,772,156,82
772,156,82,3
156,82,3,364
82,3,364,1126
3,364,1126,120
364,1126,120,3
1126,120,3,6258
120,3,6258,0
3,6258,0,312
6258,0,312,4
0,312,4,79
312,4,79,52
4,79,52,2844
79,52,2844,4
52,2844,4,319
2844,4,319,2
4,319,2,524
319,2,524,273
2,524,273,17
524,273,17,273
273,17,273,881
17,273,881,9092
273,881,9092,212
881,9092,212,2
9092,212,2,1037
212,2,1037,176
2,1037,176,269
1037,176,269,273
176,269,273,1037
269,273,1037,2
273,1037,2,2712
1037,2,2712,660
2,2712,660,7
2712,660,7,11
660,7,11,1184
7,11,1184,55
11,1184,55,44
1184,55,44,182
55,44,182,27
44,182,27,2
182,27,2,310
27,2,310,4
2,310,4,5510
310,4,5510,107
4,5510,107,57
5510,107,57,29
107,57,29,680
57,29,680,13
29,680,13,235
680,13,235,177
13,235,177,195
235,177,195,138
177,195,138,131
195,138,131,520
138,131,520,2
131,520,2,881
520,2,881,4
2,881,4,156
881,4,156,3987
4,156,3987,2047
156,3987,2047,1
3987,2047,1,666
2047,1,666,35
1,666,35,0
666,35,0,2070
35,0,2070,47
0,2070,47,233
2070,47,233,93
47,233,93,495
233,93,495,127
93,495,127,153
495,127,153,48
127,153,48,8816
153,48,8816,117
48,8816,117,29
8816,117,29,680
117,29,680,33
29,680,33,61
680,33,61,9
33,61,9,6870
61,9,6870,18
9,6870,18,37
6870,18,37,45
18,37,45,11
37,45,11,15
45,11,15,6
11,15,6,80
15,6,80,125
6,80,125,33
80,125,33,33
125,33,33,85
33,33,85,9
33,85,9,90
85,9,90,1181
9,90,1181,41
90,1181,41,7801
1181,41,7801,6
41,7801,6,125
7801,6,125,9
6,125,9,43
125,9,43,31
9,43,31,2
43,31,2,365
31,2,365,4
2,365,4,75
365,4,75,7304
4,75,7304,15
75,7304,15,37
7304,15,37,22
15,37,22,9
37,22,9,15
22,9,15,1847
9,15,1847,597
15,1847,597,11
1847,597,11,29
597,11,29,1161
11,29,1161,3
29,1161,3,1361
1161,3,1361,1361
3,1361,1361,1361
1361,1361,1361,1361
1361,1361,1361,70
1361,1361,70,9
1361,70,9,696
70,9,696,41
9,696,41,1
696,41,1,64
41,1,64,3
1,64,3,180
64,3,180,195
3,180,195,138
180,195,138,1
195,138,1,75
138,1,75,100
1,75,100,2
75,100,2,130
100,2,130,4617
2,130,4617,4
130,4617,4,399
4617,4,399,177
4,399,177,201
399,177,201,0
177,201,0,576
201,0,576,447
0,576,447,478
576,447,478,113
447,478,113,1663
478,113,1663,15
113,1663,15,1107
1663,15,1107,9
15,1107,9,165
1107,9,165,33
9,165,33,19
165,33,19,55
33,19,55,1023
19,55,1023,33
55,1023,33,61
1023,33,61,9
33,61,9,1150
61,9,1150,54
9,1150,54,170
1150,54,170,48
54,170,48,81
170,48,81,0
48,81,0,74
81,0,74,1926
0,74,1926,418
74,1926,418,5
1926,418,5,117
418,5,117,9
5,117,9,64
117,9,64,5736
9,64,5736,104
64,5736,104,0
5736,104,0,957
104,0,957,40
0,957,40,10066
957,40,10066,406
40,10066,406,1598
10066,406,1598,49
406,1598,49,1322
1598,49,1322,5
49,1322,5,243
1322,5,243,154
5,243,154,8
243,154,8,50
154,8,50,210
8,50,210,12
50,210,12,943
210,12,943,13
12,943,13,14
943,13,14,8
13,14,8,245
14,8,245,5
8,245,5,6919
245,5,6919,18
5,6919,18,0
6919,18,0,6798
18,0,6798,4
0,6798,4,12
6798,4,12,161
4,12,161,3048
12,161,3048,3126
161,3048,3126,9749
3048,3126,9749,15
3126,9749,15,2
9749,15,2,74
15,2,74,7
2,74,7,44
74,7,44,10
7,44,10,170
44,10,170,3
10,170,3,27
170,3,27,658
3,27,658,4
27,658,4,1
658,4,1,49
4,1,49,4543
1,49,4543,36
49,4543,36,1113
4543,36,1113,104
36,1113,104,238
1113,104,238,237
104,238,237,0
238,237,0,9186
237,0,9186,8320
0,9186,8320,6222
9186,8320,6222,3
8320,6222,3,131
6222,3,131,41
3,131,41,72
131,41,72,5284
41,72,5284,13
72,5284,13,0
5284,13,0,2748
13,0,2748,4
0,2748,4,0
2748,4,0,1184
4,0,1184,235
0,1184,235,8
1184,235,8,8749
235,8,8749,3
8,8749,3,173
8749,3,173,19
3,173,19,0
173,19,0,4075
19,0,4075,3115
0,4075,3115,7
4075,3115,7,0
3115,7,0,977
7,0,977,917
0,977,917,482
977,917,482,32
917,482,32,2300
482,32,2300,5
32,2300,5,106
2300,5,106,2
5,106,2,3688
106,2,3688,4
2,3688,4,1722
3688,4,1722,95
4,1722,95,441
1722,95,441,1
95,441,1,491
441,1,491,482
1,491,482,65
491,482,65,1775
482,65,1775,100
65,1775,100,0
1775,100,0,552
100,0,552,578
0,552,578,1
552,578,1,163
578,1,163,20
1,163,20,461
163,20,461,20
20,461,20,8472
461,20,8472,5
20,8472,5,9592
8472,5,9592,107
5,9592,107,2300
9592,107,2300,7
107,2300,7,2
2300,7,2,130
7,2,130,68
2,130,68,740
130,68,740,145
68,740,145,404
740,145,404,1
145,404,1,7
404,1,7,1101
1,7,1101,0
7,1101,0,7958
1101,0,7958,172
0,7958,172,45
7958,172,45,4111
172,45,4111,3
45,4111,3,27
4111,3,27,2
3,27,2,9954
27,2,9954,458
2,9954,458,15
9954,458,15,873
458,15,873,3451
15,873,3451,2300
873,3451,2300,1603
3451,2300,1603,7
2300,1603,7,0
1603,7,0,651
7,0,651,33
0,651,33,10
651,33,10,44
33,10,44,3
10,44,3,27
44,3,27,658
3,27,658,4
27,658,4,49
658,4,49,113
4,49,113,59
49,113,59,12
113,59,12,664
59,12,664,22
12,664,22,598
664,22,598,13
22,598,13,235
598,13,235,1
13,235,1,0
235,1,0,1798
1,0,1798,4
0,1798,4,1004
1798,4,1004,438
4,1004,438,136
1004,438,136,3463
438,136,3463,13
136,3463,13,0
3463,13,0,1949
13,0,1949,78
0,1949,78,206
1949,78,206,99
78,206,99,15
206,99,15,173
99,15,173,54
15,173,54,11
173,54,11,85
54,11,85,0
11,85,0,406
85,0,406,3633
0,406,3633,107
406,3633,107,0
3633,107,0,2748
107,0,2748,4
0,2748,4,12
2748,4,12,1000
4,12,1000,143
12,1000,143,8
1000,143,8,125
143,8,125,105
8,125,105,10
125,105,10,1468
105,10,1468,14
10,1468,14,11
1468,14,11,113
14,11,113,127
11,113,127,385
113,127,385,15
127,385,15,3
385,15,3,2
15,3,2,415
3,2,415,1564
2,415,1564,206
415,1564,206,125
1564,206,125,11
206,125,11,35
125,11,35,220
11,35,220,497
35,220,497,0
220,497,0,3368
497,0,3368,125
0,3368,125,4
3368,125,4,677
125,4,677,3
4,677,3,344
677,3,344,447
3,344,447,478
344,447,478,1
447,478,1,21
478,1,21,388
1,21,388,4108
21,388,4108,350
388,4108,350,22
4108,350,22,373
350,22,373,460
22,373,460,4
373,460,4,26
460,4,26,3258
4,26,3258,33
26,3258,33,61
3258,33,61,9
33,61,9,7960
61,9,7960,54
9,7960,54,267
7960,54,267,1404
54,267,1404,367
267,1404,367,122
1404,367,122,170
367,122,170,152
122,170,152,6
170,152,6,509
152,6,509,6
6,509,6,9
509,6,9,204
6,9,204,3
9,204,3,37
204,3,37,45
3,37,45,265
37,45,265,286
45,265,286,2
265,286,2,3894
286,2,3894,33
2,3894,33,19
3894,33,19,5
33,19,5,969
19,5,969,562
5,969,562,562
969,562,562,6
562,562,6,509
562,6,509,55
6,509,55,55
509,55,55,33
55,55,33,360
55,33,360,41
33,360,41,267
360,41,267,6
41,267,6,23
267,6,23,16
6,23,16,111
23,16,111,3
16,111,3,27
111,3,27,969
3,27,969,122
27,969,122,77
969,122,77,203
122,77,203,103
77,203,103,16
203,103,16,33
103,16,33,6
16,33,6,189
33,6,189,48
6,189,48,36
189,48,36,118
48,36,118,3
36,118,3,141
118,3,141,11
3,141,11,47
141,11,47,9
11,47,9,707
47,9,707,77
9,707,77,283
707,77,283,23
77,283,23,16
283,23,16,204
23,16,204,18
16,204,18,37
204,18,37,267
18,37,267,1
37,267,1,113
267,1,113,9
1,113,9,590
113,9,590,35
9,590,35,0
590,35,0,82
35,0,82,9918
0,82,9918,346
82,9918,346,17
9918,346,17,0
346,17,0,792
17,0,792,6293
0,792,6293,32
792,6293,32,72
6293,32,72,1853
32,72,1853,1
72,1853,1,72
1853,1,72,84
1,72,84,386
72,84,386,4
84,386,4,175
386,4,175,1
4,175,1,97
175,1,97,1001
1,97,1001,197
97,1001,197,0
1001,197,0,6569
197,0,6569,38
0,6569,38,35
6569,38,35,969
38,35,969,14
35,969,14,94
969,14,94,189
14,94,189,3
94,189,3,141
189,3,141,9
3,141,9,1182
141,9,1182,55
9,1182,55,152
1182,55,152,69
55,152,69,13
152,69,13,1335
69,13,1335,1
13,1335,1,1248
1335,1,1248,54
1,1248,54,110
1248,54,110,215
54,110,215,45
110,215,45,15
215,45,15,1409
45,15,1409,6853
15,1409,6853,868
1409,6853,868,1404
6853,868,1404,1403
868,1404,1403,11
1404,1403,11,475
1403,11,475,19
11,475,19,658
475,19,658,49
19,658,49,475
658,49,475,3286
49,475,3286,2
475,3286,2,60
3286,2,60,546
2,60,546,366
60,546,366,235
546,366,235,8
366,235,8,372
235,8,372,3423
8,372,3423,658
372,3423,658,48
3423,658,48,83
658,48,83,386
48,83,386,4
83,386,4,2
386,4,2,8623
4,2,8623,65
2,8623,65,133
8623,65,133,8309
65,133,8309,2368
133,8309,2368,1
8309,2368,1,485
2368,1,485,4
1,485,4,0
485,4,0,7858
4,0,7858,50
0,7858,50,222
7858,50,222,476
50,222,476,5
222,476,5,28
476,5,28,5
5,28,5,283
28,5,283,0
5,283,0,241
283,0,241,4
0,241,4,406
241,4,406,11
4,406,11,8307
406,11,8307,267
11,8307,267,14
8307,267,14,136
267,14,136,5
14,136,5,3967
136,5,3967,13
5,3967,13,35
3967,13,35,0
13,35,0,69
35,0,69,2
0,69,2,409
69,2,409,13
2,409,13,235
409,13,235,1
13,235,1,5
235,1,5,203
1,5,203,16
5,203,16,288
203,16,288,157
16,288,157,8
288,157,8,5365
157,8,5365,91
8,5365,91,121
5365,91,121,113
91,121,113,9
121,113,9,222
113,9,222,295
9,222,295,54
222,295,54,11
295,54,11,39
54,11,39,11
11,39,11,19
39,11,19,6
11,19,6,129
19,6,129,5
6,129,5,351
129,5,351,614
5,351,614,14
351,614,14,6
614,14,6,1248
14,6,1248,126
6,1248,126,78
1248,126,78,103
126,78,103,35
78,103,35,44
103,35,44,19
35,44,19,3
44,19,3,5
19,3,5,267
3,5,267,35
5,267,35,23
267,35,23,16
35,23,16,9
23,16,9,90
16,9,90,48
9,90,48,172
90,48,172,88
48,172,88,7757
172,88,7757,28
88,7757,28,44
7757,28,44,88
28,44,88,894
44,88,894,162
88,894,162,658
894,162,658,1
162,658,1,276
658,1,276,119
1,276,119,62
276,119,62,253
119,62,253,3
62,253,3,139
253,3,139,28
3,139,28,94
139,28,94,14
28,94,14,9
94,14,9,141
14,9,141,447
9,141,447,478
141,447,478,98
447,478,98,41
478,98,41,1
98,41,1,314
41,1,314,18
1,314,18,42
314,18,42,14
18,42,14,44
42,14,44,10
14,44,10,88
44,10,88,6983
10,88,6983,54
88,6983,54,21
6983,54,21,653
54,21,653,9
21,653,9,56
653,9,56,472
9,56,472,166
56,472,166,57
472,166,57,492
166,57,492,935
57,492,935,3
492,935,3,235
935,3,235,15
3,235,15,0
235,15,0,102
15,0,102,69
0,102,69,282
102,69,282,7525
69,282,7525,81
282,7525,81,1986
7525,81,1986,165
81,1986,165,63
1986,165,63,0
165,63,0,69
63,0,69,30
0,69,30,615
69,30,615,3422
30,615,3422,0
615,3422,0,342
3422,0,342,7
0,342,7,150
342,7,150,0
7,150,0,1587
150,0,1587,65
0,1587,65,2189
1587,65,2189,272
65,2189,272,27
2189,272,27,874
272,27,874,249
27,874,249,1
874,249,1,8722
249,1,8722,3
1,8722,3,101
8722,3,101,3
3,101,3,180
101,3,180,17
3,180,17,11
180,17,11,8278
17,11,8278,9506
11,8278,9506,4
8278,9506,4,1207
9506,4,1207,97
4,1207,97,1
1207,97,1,24
97,1,24,924
1,24,924,141
24,924,141,31
924,141,31,9
141,31,9,62
31,9,62,432
9,62,432,53
62,432,53,298
432,53,298,704
53,298,704,8
298,704,8,153
704,8,153,106
8,153,106,122
153,106,122,174
106,122,174,21
122,174,21,8
174,21,8,167
21,8,167,37
8,167,37,71
167,37,71,44
37,71,44,1508
71,44,1508,1
44,1508,1,11
1508,1,11,3297
1,11,3297,62
11,3297,62,1138
3297,62,1138,873
62,1138,873,13
1138,873,13,35
873,13,35,0
13,35,0,648
35,0,648,282
0,648,282,1576
648,282,1576,5
282,1576,5,648
1576,5,648,15
5,648,15,1866
648,15,1866,103
15,1866,103,33
1866,103,33,0
103,33,0,704
33,0,704,6350
0,704,6350,1141
704,6350,1141,92
6350,1141,92,11
1141,92,11,43
92,11,43,3130
11,43,3130,0
43,3130,0,8262
3130,0,8262,1975
0,8262,1975,13
8262,1975,13,145
1975,13,145,47
13,145,47,162
145,47,162,97
47,162,97,50
162,97,50,1372
97,50,1372,648
50,1372,648,195
1372,648,195,1
648,195,1,46
195,1,46,447
1,46,447,478
46,447,478,10
447,478,10,912
478,10,912,121
10,912,121,14
912,121,14,341
121,14,341,81
14,341,81,341
341,81,341,1
81,341,1,49
341,1,49,306
1,49,306,1421
49,306,1421,5
306,1421,5,2352
1421,5,2352,3
5,2352,3,26
2352,3,26,35
3,26,35,18
26,35,18,193
35,18,193,11
18,193,11,30
193,11,30,38
11,30,38,3758
30,38,3758,7
38,3758,7,72
3758,7,72,1938
7,72,1938,1364
72,1938,1364,15
1938,1364,15,36
1364,15,36,429
15,36,429,80
36,429,80,3
429,80,3,230
80,3,230,0
3,230,0,406
230,0,406,32
0,406,32,72
406,32,72,896
32,72,896,47
72,896,47,9
896,47,9,125
47,9,125,54
9,125,54,88
125,54,88,294
54,88,294,0
88,294,0,406
294,0,406,43
0,406,43,3092
406,43,3092,18
43,3092,18,309
3092,18,309,7
18,309,7,356
309,7,356,1
7,356,1,47
356,1,47,9
1,47,9,50
47,9,50,460
9,50,460,2
50,460,2,1364
460,2,1364,54
2,1364,54,457
1364,54,457,1
54,457,1,170
457,1,170,11
1,170,11,10
170,11,10,116
11,10,116,249
10,116,249,49
116,249,49,163
249,49,163,820
49,163,820,91
163,820,91,0
820,91,0,216
91,0,216,57
0,216,57,2
216,57,2,2327
57,2,2327,128
2,2327,128,3445
2327,128,3445,758
128,3445,758,32
3445,758,32,0
758,32,0,7733
32,0,7733,3733
0,7733,3733,1
7733,3733,1,8763
3733,1,8763,7
1,8763,7,0
8763,7,0,8035
7,0,8035,218
0,8035,218,138
8035,218,138,138
218,138,138,34
138,138,34,19
138,34,19,4161
34,19,4161,881
19,4161,881,740
4161,881,740,101
881,740,101,435
740,101,435,4161
101,435,4161,105
435,4161,105,25
4161,105,25,52
105,25,52,0
25,52,0,4146
52,0,4146,109
0,4146,109,1421
4146,109,1421,77
109,1421,77,0
1421,77,0,6166
77,0,6166,13
0,6166,13,4370
6166,13,4370,138
13,4370,138,94
4370,138,94,39
138,94,39,36
94,39,36,29
39,36,29,1248
36,29,1248,233
29,1248,233,2
1248,233,2,89
233,2,89,380
2,89,380,3730
89,380,3730,29
380,3730,29,56
3730,29,56,99
29,56,99,5
56,99,5,732
99,5,732,20
5,732,20,234
732,20,234,28
20,234,28,76
234,28,76,33
28,76,33,6195
76,33,6195,105
33,6195,105,221
6195,105,221,1180
105,221,1180,14
221,1180,14,30
1180,14,30,35
14,30,35,129
30,35,129,0
35,129,0,466
129,0,466,10
0,466,10,4738
466,10,4738,10056
10,4738,10056,7965
4738,10056,7965,128
10056,7965,128,820
7965,128,820,40
128,820,40,8168
820,40,8168,20
40,8168,20,8
8168,20,8,711
20,8,711,48
8,711,48,196
711,48,196,0
48,196,0,1522
196,0,1522,22
0,1522,22,62
1522,22,62,280
22,62,280,7
62,280,7,1214
280,7,1214,175
7,1214,175,89
1214,175,89,0
175,89,0,228
89,0,228,360
0,228,360,1482
228,360,1482,58
360,1482,58,1
1482,58,1,758
58,1,758,1758
1,758,1758,13
758,1758,13,48
1758,13,48,957
13,48,957,819
48,957,819,61
957,819,61,30
819,61,30,2830
61,30,2830,680
30,2830,680,65
2830,680,65,992
680,65,992,30
65,992,30,2830
992,30,2830,680
30,2830,680,492
2830,680,492,25
680,492,25,20
492,25,20,122
25,20,122,1348
20,122,1348,28
122,1348,28,0
1348,28,0,688
28,0,688,719
0,688,719,1
688,719,1,186
719,1,186,11
1,186,11,232
186,11,232,561
11,232,561,60
232,561,60,22
561,60,22,36
60,22,36,3676
22,36,3676,13
36,3676,13,72
3676,13,72,999
13,72,999,25
72,999,25,122
999,25,122,47
25,122,47,8
122,47,8,1380
47,8,1380,29
8,1380,29,56
1380,29,56,27
29,56,27,969
56,27,969,91
27,969,91,270
969,91,270,680
91,270,680,1958
270,680,1958,133
680,1958,133,270
1958,133,270,101
133,270,101,132
270,101,132,16
101,132,16,11
132,16,11,130
16,11,130,3180
11,130,3180,105
130,3180,105,174
3180,105,174,26
105,174,26,16
174,26,16,534
26,16,534,196
16,534,196,8
534,196,8,182
196,8,182,101
8,182,101,132
182,101,132,70
101,132,70,0
132,70,0,628
70,0,628,11
0,628,11,38
628,11,38,76
11,38,76,102
38,76,102,297
76,102,297,5
102,297,5,70
297,5,70,16
5,70,16,15
70,16,15,534
16,15,534,890
15,534,890,29
534,890,29,155
890,29,155,832
29,155,832,5
155,832,5,9
832,5,9,1161
5,9,1161,3
9,1161,3,59
1161,3,59,249
3,59,249,100
59,249,100,3
249,100,3,423
100,3,423,15
3,423,15,11
423,15,11,122
15,11,122,8108
11,122,8108,29
122,8108,29,56
8108,29,56,476
29,56,476,11
56,476,11,534
476,11,534,70
11,534,70,483
534,70,483,7
70,483,7,13
483,7,13,79
7,13,79,33
13,79,33,1397
79,33,1397,46
33,1397,46,49
1397,46,49,805
46,49,805,447
49,805,447,478
805,447,478,584
447,478,584,21
478,584,21,2583
584,21,2583,791
21,2583,791,841
2583,791,841,11
791,841,11,6
841,11,6,23
11,6,23,16
6,23,16,59
23,16,59,534
16,59,534,258
59,534,258,27
534,258,27,2
258,27,2,3180
27,2,3180,1
2,3180,1,258
3180,1,258,27
1,258,27,2382
258,27,2382,14
27,2382,14,282
2382,14,282,16
14,282,16,11
282,16,11,2382
16,11,2382,813
11,2382,813,5
2382,813,5,1151
813,5,1151,45
5,1151,45,0
1151,45,0,228
45,0,228,5280
0,228,5280,19
228,5280,19,380
5280,19,380,71
19,380,71,0
380,71,0,175
71,0,175,89
0,175,89,49
175,89,49,186
89,49,186,10
49,186,10,669
186,10,669,1972
10,669,1972,11
669,1972,11,48
1972,11,48,819
11,48,819,22
48,819,22,62
819,22,62,505
22,62,505,1
62,505,1,0
505,1,0,89
1,0,89,417
0,89,417,45
89,417,45,2
417,45,2,298
45,2,298,1326
2,298,1326,48
298,1326,48,958
1326,48,958,3128
48,958,3128,5
958,3128,5,32
3128,5,32,0
5,32,0,8954
32,0,8954,3059
0,8954,3059,57
8954,3059,57,0
3059,57,0,4280
57,0,4280,2900
0,4280,2900,12
4280,2900,12,819
2900,12,819,68
12,819,68,121
819,68,121,1
68,121,1,88
121,1,88,199
1,88,199,3
88,199,3,3153
199,3,3153,0
3,3153,0,228
3153,0,228,360
0,228,360,58
228,360,58,41
360,58,41,150
58,41,150,0
41,150,0,9403
150,0,9403,651
0,9403,651,0
9403,651,0,739
651,0,739,10
0,739,10,2
739,10,2,3826
10,2,3826,957
2,3826,957,11
3826,957,11,43
957,11,43,27
11,43,27,534
43,27,534,4518
27,534,4518,91
534,4518,91,25
4518,91,25,105
91,25,105,1497
25,105,1497,8
105,1497,8,190
1497,8,190,31
8,190,31,62
190,31,62,1529
31,62,1529,7
62,1529,7,2
1529,7,2,1491
7,2,1491,1
2,1491,1,10244
1491,1,10244,13
1,10244,13,7504
10244,13,7504,1
13,7504,1,8
7504,1,8,153
1,8,153,337
8,153,337,9
153,337,9,59
337,9,59,5
9,59,5,875
59,5,875,303
5,875,303,227
875,303,227,534
303,227,534,196
227,534,196,1
534,196,1,156
196,1,156,4
1,156,4,12
156,4,12,1160
4,12,1160,869
12,1160,869,0
1160,869,0,363
869,0,363,196
0,363,196,66
363,196,66,28
196,66,28,4
66,28,4,12
28,4,12,921
4,12,921,102
12,921,102,2
921,102,2,981
102,2,981,2268
2,981,2268,60
981,2268,60,4
2268,60,4,54
60,4,54,1722
4,54,1722,17
54,1722,17,9138
1722,17,9138,2602
17,9138,2602,421
9138,2602,421,1660
2602,421,1660,391
421,1660,391,84
1660,391,84,1
391,84,1,8393
84,1,8393,442
1,8393,442,138
8393,442,138,398
442,138,398,8
138,398,8,25
398,8,25,5437
8,25,5437,1062
25,5437,1062,32
5437,1062,32,0
1062,32,0,2073
32,0,2073,323
0,2073,323,1873
2073,323,1873,4
323,1873,4,105
1873,4,105,207
4,105,207,196
105,207,196,20
207,196,20,222
196,20,222,0
20,222,0,147
222,0,147,199
0,147,199,2174
147,199,2174,1
199,2174,1,10068
2174,1,10068,17
1,10068,17,79
10068,17,79,25
17,79,25,534
79,25,534,196
25,534,196,48
534,196,48,7
196,48,7,0
48,7,0,6587
7,0,6587,6
0,6587,6,180
6587,6,180,15
6,180,15,51
180,15,51,1575
15,51,1575,769
51,1575,769,5
1575,769,5,511
769,5,511,88
5,511,88,3
511,88,3,37
88,3,37,1744
3,37,1744,8
37,1744,8,9526
1744,8,9526,65
8,9526,65,16
9526,65,16,14
65,16,14,9
16,14,9,138
14,9,138,398
9,138,398,120
138,398,120,2
398,120,2,2273
120,2,2273,148
2,2273,148,9
2273,148,9,180
148,9,180,15
9,180,15,1108
180,15,1108,543
15,1108,543,13
1108,543,13,2
543,13,2,8342
13,2,8342,1077
2,8342,1077,53
8342,1077,53,4109
1077,53,4109,50
53,4109,50,16
4109,50,16,1298
50,16,1298,27
16,1298,27,20
1298,27,20,430
27,20,430,20
20,430,20,1282
430,20,1282,1
20,1282,1,64
1282,1,64,3
1,64,3,0
64,3,0,369
